business_id,source_id,business_name,owner_name,business_type,naics_code,entity_type,status,registration_date,last_updated,address_full,city,state,zip_code,county,phone,email,website,business_description,employee_count,annual_revenue,data_source,source_url,data_extraction_date,confidence_score
WI202505170013,DFI000013,Dental Office of Wauwatosa 14,Owner 14,healthcare,621210,Corporation,active,2025-05-17,,113 Main St,Wauwatosa,WI,53013,Unknown,(414) 555-0013,owner14@dentaloffice14.com,,New dental office business in Wauwatosa,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257543,
WI202505180014,DFI000014,Auto Repair of Fond du Lac 15,Owner 15,automotive,811111,Corporation,active,2025-05-18,,114 Main St,Fond du Lac,WI,53014,Unknown,(414) 555-0014,owner15@autorepair15.com,,New auto repair business in Fond du Lac,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257577,
WI202505190015,DFI000015,Fitness Center of Milwaukee 16,Owner 16,fitness,713940,LLC,active,2025-05-19,,115 Main St,Milwaukee,WI,53015,Milwaukee,(414) 555-0015,owner16@fitnesscenter16.com,,New fitness center business in Milwaukee,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257611,
WI202505200016,DFI000016,Law Office of Madison 17,Owner 17,professional_services,541110,Corporation,active,2025-05-20,,116 Main St,Madison,WI,53016,Dane,(414) 555-0016,owner17@lawoffice17.com,,New law office business in Madison,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257644,
WI202505210017,DFI000017,Coffee Shop of Green Bay 18,Owner 18,restaurant,722515,Corporation,active,2025-05-21,,117 Main St,Green Bay,WI,53017,Brown,(414) 555-0017,owner18@coffeeshop18.com,,New coffee shop business in Green Bay,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257674,
WI202505220018,DFI000018,Retail Clothing of Kenosha 19,Owner 19,retail,448120,LLC,active,2025-05-22,,118 Main St,Kenosha,WI,53018,Unknown,(414) 555-0018,owner19@retailclothing19.com,,New retail clothing business in Kenosha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257708,
WI202505230019,DFI000019,Accounting Firm of Racine 20,Owner 20,professional_services,541211,Corporation,active,2025-05-23,,119 Main St,Racine,WI,53019,Unknown,(414) 555-0019,owner20@accountingfirm20.com,,New accounting firm business in Racine,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257751,
WI202505240020,DFI000020,Restaurant of Appleton 21,Owner 21,restaurant,722511,Corporation,active,2025-05-24,,120 Main St,Appleton,WI,53020,Unknown,(414) 555-0020,owner21@restaurant21.com,,New restaurant business in Appleton,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257784,
WI202505250021,DFI000021,Retail Store of Waukesha 22,Owner 22,retail,448190,LLC,active,2025-05-25,,121 Main St,Waukesha,WI,53021,Unknown,(414) 555-0021,owner22@retailstore22.com,,New retail store business in Waukesha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257818,
WI202505260022,DFI000022,Hair Salon of Eau Claire 23,Owner 23,personal_services,812112,Corporation,active,2025-05-26,,122 Main St,Eau Claire,WI,53022,Unknown,(414) 555-0022,owner23@hairsalon23.com,,New hair salon business in Eau Claire,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257856,
WI202505270023,DFI000023,Dental Office of Oshkosh 24,Owner 24,healthcare,621210,Corporation,active,2025-05-27,,123 Main St,Oshkosh,WI,53023,Unknown,(414) 555-0023,owner24@dentaloffice24.com,,New dental office business in Oshkosh,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257890,
WI202505280024,DFI000024,Auto Repair of Janesville 25,Owner 25,automotive,811111,LLC,active,2025-05-28,,124 Main St,Janesville,WI,53024,Unknown,(414) 555-0024,owner25@autorepair25.com,,New auto repair business in Janesville,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257925,
WI202505290025,DFI000025,Fitness Center of West Allis 26,Owner 26,fitness,713940,Corporation,active,2025-05-29,,125 Main St,West Allis,WI,53025,Unknown,(414) 555-0025,owner26@fitnesscenter26.com,,New fitness center business in West Allis,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257954,
WI202505300026,DFI000026,Law Office of La Crosse 27,Owner 27,professional_services,541110,Corporation,active,2025-05-30,,126 Main St,La Crosse,WI,53026,Unknown,(414) 555-0026,owner27@lawoffice27.com,,New law office business in La Crosse,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.257981,
WI202505310027,DFI000027,Coffee Shop of Sheboygan 28,Owner 28,restaurant,722515,LLC,active,2025-05-31,,127 Main St,Sheboygan,WI,53027,Unknown,(414) 555-0027,owner28@coffeeshop28.com,,New coffee shop business in Sheboygan,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258011,
WI202506010028,DFI000028,Retail Clothing of Wauwatosa 29,Owner 29,retail,448120,Corporation,active,2025-06-01,,128 Main St,Wauwatosa,WI,53028,Unknown,(414) 555-0028,owner29@retailclothing29.com,,New retail clothing business in Wauwatosa,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258063,
WI202506020029,DFI000029,Accounting Firm of Fond du Lac 30,Owner 30,professional_services,541211,Corporation,active,2025-06-02,,129 Main St,Fond du Lac,WI,53029,Unknown,(414) 555-0029,owner30@accountingfirm30.com,,New accounting firm business in Fond du Lac,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258102,
WI202506030030,DFI000030,Restaurant of Milwaukee 31,Owner 31,restaurant,722511,LLC,active,2025-06-03,,130 Main St,Milwaukee,WI,53030,Milwaukee,(414) 555-0030,owner31@restaurant31.com,,New restaurant business in Milwaukee,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258132,
WI202506040031,DFI000031,Retail Store of Madison 32,Owner 32,retail,448190,Corporation,active,2025-06-04,,131 Main St,Madison,WI,53031,Dane,(414) 555-0031,owner32@retailstore32.com,,New retail store business in Madison,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258167,
WI202506050032,DFI000032,Hair Salon of Green Bay 33,Owner 33,personal_services,812112,Corporation,active,2025-06-05,,132 Main St,Green Bay,WI,53032,Brown,(414) 555-0032,owner33@hairsalon33.com,,New hair salon business in Green Bay,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258201,
WI202506060033,DFI000033,Dental Office of Kenosha 34,Owner 34,healthcare,621210,LLC,active,2025-06-06,,133 Main St,Kenosha,WI,53033,Unknown,(414) 555-0033,owner34@dentaloffice34.com,,New dental office business in Kenosha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258244,
WI202506070034,DFI000034,Auto Repair of Racine 35,Owner 35,automotive,811111,Corporation,active,2025-06-07,,134 Main St,Racine,WI,53034,Unknown,(414) 555-0034,owner35@autorepair35.com,,New auto repair business in Racine,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258284,
WI202506080035,DFI000035,Fitness Center of Appleton 36,Owner 36,fitness,713940,Corporation,active,2025-06-08,,135 Main St,Appleton,WI,53035,Unknown,(414) 555-0035,owner36@fitnesscenter36.com,,New fitness center business in Appleton,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258324,
WI202506090036,DFI000036,Law Office of Waukesha 37,Owner 37,professional_services,541110,LLC,active,2025-06-09,,136 Main St,Waukesha,WI,53036,Unknown,(414) 555-0036,owner37@lawoffice37.com,,New law office business in Waukesha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258365,
WI202506100037,DFI000037,Coffee Shop of Eau Claire 38,Owner 38,restaurant,722515,Corporation,active,2025-06-10,,137 Main St,Eau Claire,WI,53037,Unknown,(414) 555-0037,owner38@coffeeshop38.com,,New coffee shop business in Eau Claire,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258403,
WI202506110038,DFI000038,Retail Clothing of Oshkosh 39,Owner 39,retail,448120,Corporation,active,2025-06-11,,138 Main St,Oshkosh,WI,53038,Unknown,(414) 555-0038,owner39@retailclothing39.com,,New retail clothing business in Oshkosh,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258437,
WI202506120039,DFI000039,Accounting Firm of Janesville 40,Owner 40,professional_services,541211,LLC,active,2025-06-12,,139 Main St,Janesville,WI,53039,Unknown,(414) 555-0039,owner40@accountingfirm40.com,,New accounting firm business in Janesville,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258476,
WI202506130040,DFI000040,Restaurant of West Allis 41,Owner 41,restaurant,722511,Corporation,active,2025-06-13,,140 Main St,West Allis,WI,53040,Unknown,(414) 555-0040,owner41@restaurant41.com,,New restaurant business in West Allis,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258516,
WI202506140041,DFI000041,Retail Store of La Crosse 42,Owner 42,retail,448190,Corporation,active,2025-06-14,,141 Main St,La Crosse,WI,53041,Unknown,(414) 555-0041,owner42@retailstore42.com,,New retail store business in La Crosse,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258554,
WI202506150042,DFI000042,Hair Salon of Sheboygan 43,Owner 43,personal_services,812112,LLC,active,2025-06-15,,142 Main St,Sheboygan,WI,53042,Unknown,(414) 555-0042,owner43@hairsalon43.com,,New hair salon business in Sheboygan,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258589,
WI202506160043,DFI000043,Dental Office of Wauwatosa 44,Owner 44,healthcare,621210,Corporation,active,2025-06-16,,143 Main St,Wauwatosa,WI,53043,Unknown,(414) 555-0043,owner44@dentaloffice44.com,,New dental office business in Wauwatosa,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258627,
WI202506170044,DFI000044,Auto Repair of Fond du Lac 45,Owner 45,automotive,811111,Corporation,active,2025-06-17,,144 Main St,Fond du Lac,WI,53044,Unknown,(414) 555-0044,owner45@autorepair45.com,,New auto repair business in Fond du Lac,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258665,
WI202506180045,DFI000045,Fitness Center of Milwaukee 46,Owner 46,fitness,713940,LLC,active,2025-06-18,,145 Main St,Milwaukee,WI,53045,Milwaukee,(414) 555-0045,owner46@fitnesscenter46.com,,New fitness center business in Milwaukee,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258699,
WI202506190046,DFI000046,Law Office of Madison 47,Owner 47,professional_services,541110,Corporation,active,2025-06-19,,146 Main St,Madison,WI,53046,Dane,(414) 555-0046,owner47@lawoffice47.com,,New law office business in Madison,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258736,
WI202506200047,DFI000047,Coffee Shop of Green Bay 48,Owner 48,restaurant,722515,Corporation,active,2025-06-20,,147 Main St,Green Bay,WI,53047,Brown,(414) 555-0047,owner48@coffeeshop48.com,,New coffee shop business in Green Bay,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258788,
WI202506210048,DFI000048,Retail Clothing of Kenosha 49,Owner 49,retail,448120,LLC,active,2025-06-21,,148 Main St,Kenosha,WI,53048,Unknown,(414) 555-0048,owner49@retailclothing49.com,,New retail clothing business in Kenosha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258825,
WI202506220049,DFI000049,Accounting Firm of Racine 50,Owner 50,professional_services,541211,Corporation,active,2025-06-22,,149 Main St,Racine,WI,53049,Unknown,(414) 555-0049,owner50@accountingfirm50.com,,New accounting firm business in Racine,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258867,
WI202505040050,DFI000050,Restaurant of Appleton 51,Owner 51,restaurant,722511,Corporation,active,2025-05-04,,150 Main St,Appleton,WI,53050,Unknown,(414) 555-0050,owner51@restaurant51.com,,New restaurant business in Appleton,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258909,
WI202505050051,DFI000051,Retail Store of Waukesha 52,Owner 52,retail,448190,LLC,active,2025-05-05,,151 Main St,Waukesha,WI,53051,Unknown,(414) 555-0051,owner52@retailstore52.com,,New retail store business in Waukesha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258954,
WI202505060052,DFI000052,Hair Salon of Eau Claire 53,Owner 53,personal_services,812112,Corporation,active,2025-05-06,,152 Main St,Eau Claire,WI,53052,Unknown,(414) 555-0052,owner53@hairsalon53.com,,New hair salon business in Eau Claire,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.258997,
WI202505070053,DFI000053,Dental Office of Oshkosh 54,Owner 54,healthcare,621210,Corporation,active,2025-05-07,,153 Main St,Oshkosh,WI,53053,Unknown,(414) 555-0053,owner54@dentaloffice54.com,,New dental office business in Oshkosh,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259069,
WI202505080054,DFI000054,Auto Repair of Janesville 55,Owner 55,automotive,811111,LLC,active,2025-05-08,,154 Main St,Janesville,WI,53054,Unknown,(414) 555-0054,owner55@autorepair55.com,,New auto repair business in Janesville,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259117,
WI202505090055,DFI000055,Fitness Center of West Allis 56,Owner 56,fitness,713940,Corporation,active,2025-05-09,,155 Main St,West Allis,WI,53055,Unknown,(414) 555-0055,owner56@fitnesscenter56.com,,New fitness center business in West Allis,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259154,
WI202505100056,DFI000056,Law Office of La Crosse 57,Owner 57,professional_services,541110,Corporation,active,2025-05-10,,156 Main St,La Crosse,WI,53056,Unknown,(414) 555-0056,owner57@lawoffice57.com,,New law office business in La Crosse,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259193,
WI202505110057,DFI000057,Coffee Shop of Sheboygan 58,Owner 58,restaurant,722515,LLC,active,2025-05-11,,157 Main St,Sheboygan,WI,53057,Unknown,(414) 555-0057,owner58@coffeeshop58.com,,New coffee shop business in Sheboygan,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259233,
WI202505120058,DFI000058,Retail Clothing of Wauwatosa 59,Owner 59,retail,448120,Corporation,active,2025-05-12,,158 Main St,Wauwatosa,WI,53058,Unknown,(414) 555-0058,owner59@retailclothing59.com,,New retail clothing business in Wauwatosa,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259266,
WI202505130059,DFI000059,Accounting Firm of Fond du Lac 60,Owner 60,professional_services,541211,Corporation,active,2025-05-13,,159 Main St,Fond du Lac,WI,53059,Unknown,(414) 555-0059,owner60@accountingfirm60.com,,New accounting firm business in Fond du Lac,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259310,
WI202505140060,DFI000060,Restaurant of Milwaukee 61,Owner 61,restaurant,722511,LLC,active,2025-05-14,,160 Main St,Milwaukee,WI,53060,Milwaukee,(414) 555-0060,owner61@restaurant61.com,,New restaurant business in Milwaukee,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259346,
WI202505150061,DFI000061,Retail Store of Madison 62,Owner 62,retail,448190,Corporation,active,2025-05-15,,161 Main St,Madison,WI,53061,Dane,(414) 555-0061,owner62@retailstore62.com,,New retail store business in Madison,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259376,
WI202505160062,DFI000062,Hair Salon of Green Bay 63,Owner 63,personal_services,812112,Corporation,active,2025-05-16,,162 Main St,Green Bay,WI,53062,Brown,(414) 555-0062,owner63@hairsalon63.com,,New hair salon business in Green Bay,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259412,
WI202505170063,DFI000063,Dental Office of Kenosha 64,Owner 64,healthcare,621210,LLC,active,2025-05-17,,163 Main St,Kenosha,WI,53063,Unknown,(414) 555-0063,owner64@dentaloffice64.com,,New dental office business in Kenosha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259450,
WI202505180064,DFI000064,Auto Repair of Racine 65,Owner 65,automotive,811111,Corporation,active,2025-05-18,,164 Main St,Racine,WI,53064,Unknown,(414) 555-0064,owner65@autorepair65.com,,New auto repair business in Racine,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259487,
WI202505190065,DFI000065,Fitness Center of Appleton 66,Owner 66,fitness,713940,Corporation,active,2025-05-19,,165 Main St,Appleton,WI,53065,Unknown,(414) 555-0065,owner66@fitnesscenter66.com,,New fitness center business in Appleton,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259522,
WI202505200066,DFI000066,Law Office of Waukesha 67,Owner 67,professional_services,541110,LLC,active,2025-05-20,,166 Main St,Waukesha,WI,53066,Unknown,(414) 555-0066,owner67@lawoffice67.com,,New law office business in Waukesha,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259564,
WI202505210067,DFI000067,Coffee Shop of Eau Claire 68,Owner 68,restaurant,722515,Corporation,active,2025-05-21,,167 Main St,Eau Claire,WI,53067,Unknown,(414) 555-0067,owner68@coffeeshop68.com,,New coffee shop business in Eau Claire,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259598,
WI202505220068,DFI000068,Retail Clothing of Oshkosh 69,Owner 69,retail,448120,Corporation,active,2025-05-22,,168 Main St,Oshkosh,WI,53068,Unknown,(414) 555-0068,owner69@retailclothing69.com,,New retail clothing business in Oshkosh,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259626,
WI202505230069,DFI000069,Accounting Firm of Janesville 70,Owner 70,professional_services,541211,LLC,active,2025-05-23,,169 Main St,Janesville,WI,53069,Unknown,(414) 555-0069,owner70@accountingfirm70.com,,New accounting firm business in Janesville,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259659,
WI202505240070,DFI000070,Restaurant of West Allis 71,Owner 71,restaurant,722511,Corporation,active,2025-05-24,,170 Main St,West Allis,WI,53070,Unknown,(414) 555-0070,owner71@restaurant71.com,,New restaurant business in West Allis,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259690,
WI202505250071,DFI000071,Retail Store of La Crosse 72,Owner 72,retail,448190,Corporation,active,2025-05-25,,171 Main St,La Crosse,WI,53071,Unknown,(414) 555-0071,owner72@retailstore72.com,,New retail store business in La Crosse,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259719,
WI202505260072,DFI000072,Hair Salon of Sheboygan 73,Owner 73,personal_services,812112,LLC,active,2025-05-26,,172 Main St,Sheboygan,WI,53072,Unknown,(414) 555-0072,owner73@hairsalon73.com,,New hair salon business in Sheboygan,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259748,
WI202505270073,DFI000073,Dental Office of Wauwatosa 74,Owner 74,healthcare,621210,Corporation,active,2025-05-27,,173 Main St,Wauwatosa,WI,53073,Unknown,(414) 555-0073,owner74@dentaloffice74.com,,New dental office business in Wauwatosa,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259783,
WI202505280074,DFI000074,Auto Repair of Fond du Lac 75,Owner 75,automotive,811111,Corporation,active,2025-05-28,,174 Main St,Fond du Lac,WI,53074,Unknown,(414) 555-0074,owner75@autorepair75.com,,New auto repair business in Fond du Lac,,,state_registration,https://www.wcc.state.wi.us,2025-06-23 21:01:17.259814,
